HHmmss,x,y,z,xg,yg,zg
212023,0.044,-0.095,-0.979,0.007,-0.063,0.001
212023,-0.017,-0.100,-0.992,-0.013,0.005,0.013
212023,0.007,-0.094,-0.977,-0.002,0.088,0.005
212023,-0.022,-0.079,-0.986,0.003,0.069,0.001
212023,0.080,-0.105,-1.024,0.006,-0.062,0.008
212023,0.001,-0.098,-0.982,0.013,-0.079,0.002
212023,0.014,-0.092,-0.992,0.007,0.017,0.003
212023,0.030,-0.108,-1.005,0.008,0.038,0.001
212023,0.036,-0.107,-0.997,0.003,-0.018,0.001
212023,0.023,-0.112,-0.993,0.013,-0.015,0.006
212023,0.017,-0.106,-1.008,0.015,-0.028,0.009
212023,0.034,-0.095,-0.998,0.004,-0.007,0.007
212024,0.008,-0.079,-1.019,0.000,0.012,0.006
212024,0.029,-0.103,-0.994,-0.006,-0.000,-0.007
212024,0.024,-0.103,-0.999,0.000,-0.030,0.003
212024,0.012,-0.100,-1.010,-0.006,0.002,0.003
212024,0.022,-0.093,-1.012,-0.002,-0.014,-0.000
212024,0.014,-0.092,-0.999,-0.008,0.004,0.003
212024,-0.010,-0.093,-1.010,-0.007,0.057,0.003
212024,0.051,-0.106,-1.001,-0.002,0.045,0.004
212024,0.007,-0.102,-0.978,0.013,-0.017,0.004
212024,0.017,-0.109,-1.010,0.005,-0.043,0.010
212024,-0.002,-0.093,-0.958,0.004,0.055,0.001
212024,0.054,-0.095,-1.042,0.012,0.033,-0.000
212024,0.022,-0.099,-0.980,-0.000,-0.021,0.004
212024,0.027,-0.118,-0.972,0.004,0.001,0.001
212024,0.045,-0.104,-0.995,0.003,-0.059,-0.003
212024,0.014,-0.106,-1.003,0.009,-0.016,0.001
212024,0.015,-0.115,-0.998,0.001,0.058,0.010
212024,0.039,-0.106,-1.021,0.009,0.051,0.003
212024,0.039,-0.105,-0.997,-0.002,-0.046,0.010
212024,0.014,-0.110,-0.989,0.009,-0.062,0.001
212024,0.035,-0.114,-1.027,-0.004,-0.052,0.007
212024,0.013,-0.117,-1.014,0.001,-0.001,0.007
212024,0.049,-0.098,-0.961,0.004,0.034,0.006
212024,0.021,-0.104,-1.023,0.002,0.031,0.001
212024,0.016,-0.095,-1.028,-0.001,0.027,0.005
212024,0.032,-0.102,-0.967,0.001,-0.041,0.002
212024,0.030,-0.115,-1.019,-0.002,-0.019,0.005
212024,0.019,-0.116,-1.000,-0.004,0.022,0.004
212024,0.017,-0.102,-0.991,0.002,0.017,0.007
212025,0.022,-0.118,-0.997,0.009,0.044,0.003
212025,0.060,-0.118,-1.013,0.006,0.036,0.004
212025,0.016,-0.102,-0.936,0.009,-0.123,0.007
212025,0.062,-0.112,-0.998,0.003,-0.040,0.002
212025,-0.025,-0.091,-0.955,-0.008,0.132,0.006
212025,0.024,-0.099,-1.014,0.013,0.018,0.003
212025,0.030,-0.111,-1.005,0.018,-0.033,0.001
212025,0.011,-0.090,-0.984,0.014,-0.034,0.003
212025,-0.009,-0.092,-0.988,0.004,-0.007,0.008
212025,0.053,-0.098,-1.023,0.005,0.052,0.003
212025,-0.028,-0.096,-0.970,0.021,0.109,0.002
212025,0.050,-0.120,-1.006,0.008,-0.010,0.002
212025,0.048,-0.123,-1.027,0.013,-0.071,0.004
212025,-0.028,-0.099,-0.990,0.018,-0.030,0.008
212025,0.037,-0.112,-1.015,0.018,-0.063,-0.001
212025,0.006,-0.111,-0.996,0.001,0.041,0.009
212025,0.022,-0.102,-0.974,-0.016,0.060,0.002
212025,0.023,-0.108,-1.020,-0.014,0.016,0.004
212025,0.024,-0.117,-1.009,-0.003,-0.013,0.001
212025,0.031,-0.112,-0.949,-0.008,-0.053,0.004
212025,0.060,-0.106,-1.022,-0.003,-0.013,-0.001
212025,0.021,-0.109,-0.977,0.002,0.020,-0.001
212025,0.014,-0.090,-0.970,-0.005,0.035,0.006
212025,0.036,-0.104,-1.013,-0.009,-0.013,0.005
212025,0.018,-0.103,-0.978,0.004,-0.022,0.005
212025,0.016,-0.104,-0.961,0.005,-0.062,-0.003
212025,0.018,-0.105,-1.028,0.004,0.011,0.007
212025,-0.015,-0.094,-0.946,-0.005,0.075,0.009
212026,0.065,-0.115,-1.020,0.002,-0.018,0.007
212026,-0.017,-0.095,-0.999,0.010,0.080,0.006
212026,0.061,-0.109,-1.009,0.007,-0.055,0.001
212026,0.004,-0.120,-0.951,0.000,-0.012,0.014
212026,0.062,-0.128,-1.003,0.011,0.026,0.000
212026,-0.011,-0.101,-0.935,0.006,0.075,-0.004
212026,0.040,-0.111,-1.042,0.006,-0.033,0.005
212026,-0.017,-0.098,-0.975,0.010,0.029,0.007
212026,0.047,-0.099,-1.008,0.009,-0.043,-0.000
212026,-0.031,-0.089,-0.986,0.004,-0.030,0.007
212026,0.051,-0.109,-1.046,0.007,0.095,-0.002
212026,0.016,-0.098,-0.964,0.005,0.052,0.006
212026,0.066,-0.115,-1.026,0.016,-0.099,0.006
212026,0.016,-0.116,-0.966,0.011,-0.052,0.004
212026,0.011,-0.093,-0.991,-0.001,0.033,0.007
212026,-0.012,-0.087,-1.048,0.005,0.097,0.003
212026,0.038,-0.099,-0.993,0.007,0.016,0.001
212026,-0.002,-0.091,-1.017,0.006,-0.030,0.006
212026,0.037,-0.101,-1.038,0.005,-0.054,0.006
212026,0.027,-0.093,-0.990,0.001,0.010,-0.000
212026,0.030,-0.098,-1.010,0.007,0.021,0.001
212026,0.029,-0.118,-0.984,0.001,0.040,0.005
212026,0.039,-0.097,-1.004,-0.001,0.000,0.005
212026,0.039,-0.114,-1.007,0.011,-0.018,0.006
212026,0.028,-0.116,-0.985,0.007,0.035,0.005
212026,0.009,-0.106,-0.982,0.005,-0.027,0.002
212026,0.012,-0.118,-1.003,0.001,0.103,0.006
212026,0.044,-0.102,-1.014,0.005,-0.006,0.004
212026,-0.012,-0.076,-0.972,0.004,-0.088,0.006
212027,0.043,-0.100,-1.019,-0.001,-0.006,0.007
212027,0.036,-0.106,-0.992,-0.008,0.039,0.006
212027,0.038,-0.121,-0.998,-0.010,0.045,0.010
212027,0.011,-0.129,-0.967,-0.014,0.041,0.005
212027,0.057,-0.125,-1.001,-0.008,0.052,0.000
212027,0.017,-0.095,-0.965,-0.010,-0.018,-0.000
212027,0.026,-0.112,-1.009,0.003,-0.030,0.004
212027,0.018,-0.097,-0.991,-0.005,0.024,0.007
212027,-0.010,-0.092,-0.970,0.001,0.059,-0.004
212027,0.066,-0.112,-1.009,0.006,0.048,0.005
212027,0.011,-0.116,-0.952,0.003,-0.073,0.003
212027,-0.019,-0.109,-0.963,0.008,-0.072,0.006
212027,0.001,-0.098,-0.984,0.003,0.050,0.010
212027,0.017,-0.098,-0.948,0.009,0.049,-0.002
212027,0.036,-0.110,-1.008,0.004,-0.038,0.003
212027,-0.001,-0.114,-0.971,0.002,0.031,0.004
212027,0.037,-0.106,-0.975,0.003,-0.048,0.002
212027,-0.025,-0.099,-0.983,0.012,0.003,0.003
212027,0.032,-0.104,-1.011,0.007,0.031,0.005
212027,0.002,-0.100,-0.971,0.008,0.059,-0.002
212027,0.047,-0.114,-1.042,0.005,-0.015,0.004
212027,0.019,-0.118,-0.993,0.010,-0.024,0.004
212027,0.038,-0.117,-1.000,0.012,-0.070,0.010
212027,0.002,-0.109,-0.980,0.006,-0.015,0.006
212027,0.029,-0.111,-0.967,0.003,0.072,-0.003
212027,0.001,-0.087,-1.029,0.001,0.070,0.006
212027,0.021,-0.095,-1.019,0.006,0.038,0.000
212027,0.030,-0.126,-1.027,0.002,-0.083,0.002
212028,0.004,-0.106,-0.977,0.005,-0.071,0.006
212028,0.017,-0.104,-1.037,-0.011,0.073,0.008
212028,0.066,-0.109,-0.987,-0.000,0.048,-0.001
212028,-0.011,-0.104,-0.975,0.013,0.051,0.003
212028,0.045,-0.110,-0.991,0.014,-0.036,-0.004
212028,0.046,-0.120,-0.955,0.008,-0.049,0.005
212028,0.016,-0.117,-1.002,0.016,-0.012,0.009
212028,0.030,-0.109,-0.995,0.014,-0.011,-0.002
212028,0.019,-0.092,-1.004,0.006,-0.048,0.003
212028,-0.006,-0.097,-1.031,0.017,0.020,0.004
212028,-0.018,-0.089,-0.999,0.013,-0.018,0.000
212028,0.061,-0.096,-0.997,0.005,-0.018,0.009
212028,-0.031,-0.092,-0.968,0.007,-0.048,0.006
212028,0.040,-0.099,-1.060,0.007,0.069,0.005
212028,0.006,-0.099,-0.983,-0.000,0.087,0.004
212028,0.014,-0.095,-1.001,-0.003,0.013,0.001
212028,0.032,-0.107,-1.018,-0.000,-0.046,0.004
212028,0.010,-0.107,-1.026,0.005,-0.035,0.002
212028,0.016,-0.111,-0.994,0.006,0.036,0.001
212028,0.064,-0.123,-0.966,0.002,0.008,0.002
212028,-0.008,-0.104,-1.009,0.007,0.000,0.003
212028,0.037,-0.108,-1.045,0.003,-0.080,0.004
212028,0.002,-0.118,-0.974,0.004,-0.066,0.003
212028,0.043,-0.108,-1.005,-0.010,0.097,0.008
212028,0.041,-0.116,-1.018,0.004,0.101,0.006
212028,0.033,-0.117,-1.002,0.019,0.013,0.006
212028,0.021,-0.100,-1.027,0.009,-0.084,0.006
212028,-0.006,-0.099,-0.997,-0.004,-0.007,0.007
212028,0.011,-0.089,-1.004,-0.006,0.041,0.006
212029,0.013,-0.096,-0.998,-0.001,0.051,0.001
212029,0.056,-0.114,-1.005,-0.006,0.058,0.002
212029,0.017,-0.105,-0.984,-0.001,0.024,0.005
212029,0.057,-0.112,-1.029,-0.002,-0.014,0.002
212029,0.008,-0.101,-0.984,-0.002,0.014,0.014
212029,0.040,-0.102,-0.966,-0.007,0.018,0.008
212029,0.024,-0.094,-0.996,0.003,0.098,0.001
212029,0.032,-0.101,-1.024,0.014,0.039,0.010
212029,0.034,-0.109,-0.966,0.019,-0.099,0.004
212029,0.044,-0.104,-1.018,0.013,-0.058,0.003
212029,0.003,-0.106,-0.982,0.002,0.063,0.010
212029,-0.001,-0.092,-1.000,0.002,0.050,0.002
212029,0.035,-0.106,-1.019,0.006,0.014,0.003
212029,0.001,-0.095,-1.008,0.015,-0.036,0.004
212029,0.018,-0.110,-0.959,0.010,-0.016,0.005
212029,0.004,-0.115,-0.965,0.001,0.058,0.005
212029,0.057,-0.116,-0.972,0.000,0.020,0.002
212029,0.007,-0.109,-1.013,-0.003,-0.000,-0.003
212029,0.043,-0.109,-0.998,-0.003,0.009,0.005
212029,-0.006,-0.093,-0.999,-0.002,-0.113,-0.006
212029,-0.027,-0.094,-1.004,-0.013,-0.009,0.007
212029,-0.027,-0.106,-0.943,-0.003,0.168,0.012
212029,0.067,-0.140,-0.985,0.016,-0.001,-0.003
212029,0.027,-0.113,-0.980,0.007,-0.062,0.006
212029,0.020,-0.122,-0.972,0.009,-0.049,0.003
212029,0.031,-0.101,-0.962,0.003,0.002,-0.004
212029,0.014,-0.088,-1.042,0.003,0.070,0.003
212029,0.027,-0.099,-1.018,0.005,-0.012,0.007
212030,0.017,-0.076,-0.995,0.007,-0.044,-0.005
212030,0.066,-0.110,-1.027,0.010,-0.063,0.009
212030,-0.025,-0.126,-0.950,0.004,-0.088,0.004
212030,0.025,-0.096,-0.975,-0.024,0.058,0.003
212030,0.013,-0.104,-1.060,-0.003,0.220,0.005
212030,0.042,-0.103,-0.987,0.003,0.013,0.003
212030,0.013,-0.097,-1.009,-0.002,-0.050,0.006
212030,0.022,-0.092,-0.992,0.015,-0.038,0.001
212030,0.023,-0.109,-0.989,0.016,-0.027,0.003
212030,0.013,-0.109,-1.009,0.014,-0.005,0.001
212030,0.010,-0.105,-0.994,0.014,-0.011,-0.002
212030,0.058,-0.101,-1.001,0.015,-0.061,0.002
212030,0.016,-0.101,-0.994,0.003,-0.016,0.007
212030,0.033,-0.107,-1.006,0.007,-0.024,0.008
212030,0.001,-0.106,-0.980,-0.002,0.016,0.005
212030,0.032,-0.104,-1.019,0.002,0.067,0.006
212030,0.034,-0.107,-1.019,0.006,0.095,0.007
212030,0.045,-0.126,-1.002,0.006,-0.039,0.003
212030,0.017,-0.106,-1.008,0.002,-0.043,0.003
212030,0.017,-0.100,-0.984,-0.000,-0.002,0.006
212030,0.002,-0.089,-1.010,-0.000,0.046,0.002
212030,0.029,-0.103,-1.019,0.010,0.009,-0.000
212030,-0.004,-0.099,-1.009,0.008,0.040,0.001
212030,0.021,-0.103,-1.019,0.005,-0.021,0.004
212030,0.059,-0.118,-0.987,0.013,-0.086,0.003
212030,0.021,-0.109,-0.955,0.002,0.026,0.001
212030,0.053,-0.107,-0.990,-0.006,0.065,0.007
212030,0.022,-0.111,-0.994,-0.001,0.045,0.005
212030,0.021,-0.095,-0.969,0.008,-0.047,0.002
212031,0.017,-0.101,-1.007,-0.007,0.006,0.007
212031,0.026,-0.095,-1.010,0.001,0.030,0.010
212031,-0.034,-0.090,-0.993,0.001,0.046,0.002
212031,0.035,-0.105,-1.012,-0.002,0.045,0.000
212031,0.022,-0.100,-0.989,0.006,-0.026,0.005
212031,0.001,-0.100,-0.979,0.004,-0.060,0.005
212031,0.033,-0.106,-1.026,-0.005,-0.003,0.005
212031,0.003,-0.104,-0.961,-0.003,0.059,0.001
212031,0.012,-0.110,-1.007,-0.005,0.081,-0.000
212031,0.006,-0.098,-1.041,0.007,0.020,0.002
212031,0.033,-0.105,-1.002,0.004,-0.034,0.005
212031,0.011,-0.106,-0.971,0.010,-0.028,-0.003
212031,-0.006,-0.098,-0.987,0.003,0.034,0.005
212031,0.028,-0.094,-1.002,0.004,0.024,0.006
212031,0.026,-0.099,-1.001,0.002,0.026,0.005
212031,0.008,-0.108,-0.976,0.003,-0.050,0.003
212031,0.012,-0.107,-0.970,0.004,-0.003,0.012
212031,0.037,-0.099,-0.998,-0.002,0.018,0.008
212031,0.011,-0.111,-0.982,-0.010,0.071,0.006
212031,0.038,-0.096,-1.010,-0.010,0.015,0.010
212031,0.018,-0.110,-1.018,0.001,-0.055,0.001
212031,0.048,-0.115,-0.979,-0.005,-0.073,0.005
212031,0.028,-0.094,-0.966,-0.006,-0.014,0.009
212031,0.047,-0.101,-1.005,-0.012,0.064,0.003
212031,0.013,-0.108,-0.991,-0.010,0.088,0.007
212031,0.001,-0.098,-0.991,-0.010,0.048,0.005
212031,0.030,-0.092,-1.019,0.005,-0.059,0.004
212031,0.015,-0.104,-0.978,-0.001,-0.014,0.007
212032,0.024,-0.102,-1.012,0.004,0.050,0.001
212032,0.038,-0.113,-1.000,0.007,0.099,0.003
212032,0.032,-0.098,-1.013,-0.000,-0.024,0.007
212032,0.025,-0.115,-0.988,0.004,-0.020,0.009
212032,0.004,-0.109,-0.994,-0.006,-0.045,-0.001
212032,0.012,-0.087,-0.983,0.000,0.033,0.011
212032,0.047,-0.110,-1.034,0.002,0.044,0.001
212032,-0.010,-0.105,-0.997,-0.001,-0.036,0.004
212032,0.030,-0.115,-1.012,-0.008,-0.037,0.011
212032,0.041,-0.122,-1.004,-0.007,0.008,0.001
212032,-0.003,-0.094,-0.983,-0.005,0.103,0.006
212032,-0.004,-0.099,-1.013,-0.005,0.095,0.000
212032,0.025,-0.110,-0.999,-0.001,0.019,0.001
212032,0.010,-0.115,-1.009,0.003,0.024,0.005
212032,0.008,-0.116,-1.012,0.017,-0.072,0.006
212032,0.024,-0.118,-1.017,0.014,-0.083,0.003
212032,0.045,-0.100,-0.960,0.008,0.060,0.002
212032,0.034,-0.106,-1.032,0.013,0.058,0.001
212032,0.018,-0.115,-0.977,0.009,-0.016,0.005
212032,0.024,-0.106,-0.982,0.011,0.007,0.015
212032,0.063,-0.125,-0.998,0.014,-0.065,0.001
212032,-0.000,-0.114,-0.995,0.009,-0.003,0.008
212032,0.022,-0.107,-0.969,0.002,0.051,-0.001
212032,0.025,-0.110,-1.024,-0.012,0.049,0.003
212032,0.024,-0.093,-1.018,-0.010,0.011,0.006
212032,0.008,-0.101,-0.964,-0.007,0.008,0.012
212032,0.055,-0.119,-0.976,-0.009,-0.017,-0.000
212032,0.012,-0.107,-0.975,-0.012,0.044,0.006
212032,0.011,-0.109,-0.994,-0.008,0.050,0.007
212033,0.023,-0.117,-1.009,0.001,-0.001,0.000
212033,0.026,-0.108,-0.979,0.008,-0.119,0.008
212033,-0.005,-0.095,-0.966,0.011,-0.021,0.003
212033,0.035,-0.121,-0.962,-0.004,0.063,0.000
212033,0.006,-0.118,-0.977,0.003,0.063,0.003
212033,0.050,-0.119,-1.003,0.004,-0.007,0.003
212033,0.024,-0.116,-0.988,0.012,-0.086,0.004
212033,0.019,-0.099,-0.974,0.007,-0.081,0.007
212033,0.001,-0.106,-0.984,-0.002,0.009,0.010
212033,0.008,-0.100,-0.970,-0.001,0.114,0.003
212033,-0.018,-0.090,-1.011,0.007,0.066,0.004
212033,0.059,-0.111,-1.018,0.018,-0.083,0.003
212033,-0.019,-0.118,-0.960,0.005,-0.078,-0.002
212033,0.008,-0.103,-0.980,-0.005,0.045,0.009
212033,0.033,-0.113,-0.987,-0.001,0.063,0.004
212033,0.032,-0.084,-0.950,0.007,-0.010,-0.004
212033,-0.006,-0.089,-0.987,0.001,0.003,0.002
212033,0.032,-0.101,-0.979,-0.006,-0.083,0.005
212033,0.051,-0.108,-0.961,-0.011,-0.072,0.004
212033,-0.017,-0.107,-0.959,-0.005,0.032,0.008
212033,0.063,-0.123,-0.974,-0.001,0.040,0.002
212033,0.015,-0.109,-0.942,-0.007,0.006,0.004
212033,0.044,-0.114,-0.992,-0.003,-0.062,0.011
212033,-0.002,-0.093,-0.961,-0.003,-0.035,-0.001
212033,0.048,-0.091,-1.000,-0.000,-0.031,0.005
212033,0.015,-0.101,-0.964,-0.008,0.033,0.006
212033,0.055,-0.105,-0.953,0.002,0.043,0.005
212033,0.012,-0.089,-0.972,-0.007,-0.062,0.002
212034,0.028,-0.092,-0.982,-0.001,-0.074,0.007
212034,0.008,-0.097,-0.942,-0.004,0.013,0.004
212034,0.005,-0.092,-0.971,0.001,0.068,0.001
212034,0.043,-0.113,-0.954,-0.002,0.005,-0.001
212034,0.019,-0.102,-0.958,0.003,0.044,0.001
212034,0.012,-0.100,-0.966,0.012,-0.054,0.005
212034,0.019,-0.103,-0.982,0.006,-0.092,0.001
212034,0.013,-0.104,-0.915,-0.005,0.040,0.006
212034,0.031,-0.102,-0.975,0.002,0.144,0.001
212034,0.052,-0.112,-0.962,-0.011,-0.072,0.007
212034,-0.009,-0.105,-0.924,-0.002,-0.087,0.006
212034,0.005,-0.113,-0.962,-0.007,0.037,0.002
212034,0.043,-0.098,-0.942,-0.009,-0.004,0.004
212034,0.009,-0.089,-0.945,-0.010,0.018,0.005
212034,0.008,-0.092,-0.976,-0.001,0.101,0.003
212034,0.051,-0.102,-0.972,-0.007,-0.075,-0.002
212034,-0.027,-0.104,-0.907,-0.006,-0.082,0.003
212034,0.022,-0.108,-0.933,-0.000,0.035,0.004
212034,0.017,-0.111,-0.929,0.002,0.080,0.009
212034,-0.015,-0.087,-0.948,0.001,0.107,0.003
212034,0.037,-0.090,-0.969,-0.002,0.029,-0.006
212034,0.040,-0.099,-0.958,-0.008,-0.124,0.010
212034,-0.001,-0.101,-0.927,0.002,-0.089,0.001
212034,-0.005,-0.105,-0.888,-0.023,0.130,0.001
212034,0.035,-0.102,-0.985,-0.011,0.014,0.005
212034,0.014,-0.092,-0.959,-0.003,-0.056,0.002
212034,0.038,-0.095,-0.965,0.003,-0.044,0.006
212034,-0.009,-0.084,-0.924,-0.007,-0.005,0.005
212034,0.035,-0.105,-0.977,-0.008,0.103,0.007
212035,0.030,-0.092,-0.941,-0.002,0.045,0.001
212035,0.011,-0.094,-0.972,-0.002,0.004,0.002
212035,0.041,-0.101,-0.959,0.000,-0.078,0.001
212035,0.013,-0.103,-0.952,-0.002,-0.063,-0.002
212035,0.033,-0.094,-0.968,-0.006,-0.012,0.004
212035,0.028,-0.089,-0.979,-0.015,0.023,0.009
212035,0.028,-0.101,-0.930,-0.012,0.033,-0.001
212035,0.026,-0.106,-0.962,-0.017,0.016,0.006
212035,0.030,-0.101,-0.942,-0.012,-0.012,0.008
212035,-0.012,-0.091,-0.939,-0.009,-0.025,-0.002
212035,0.015,-0.087,-0.983,-0.016,0.021,0.011
212035,0.034,-0.098,-0.992,-0.009,0.069,-0.001
212035,0.004,-0.081,-0.972,-0.009,0.031,0.004
212035,0.045,-0.101,-0.968,0.006,-0.084,-0.003
212035,0.040,-0.107,-0.940,0.001,-0.085,0.001
212035,0.022,-0.094,-0.939,-0.011,0.021,0.011
212035,0.001,-0.090,-0.964,-0.006,0.089,0.000
212035,0.028,-0.107,-0.959,0.011,0.023,0.001
212035,0.008,-0.090,-0.983,0.006,-0.020,0.010
212035,0.030,-0.084,-0.992,-0.000,-0.042,0.007
212035,-0.003,-0.072,-0.968,0.003,0.020,0.007
212035,0.004,-0.088,-0.980,0.005,-0.016,-0.000
212035,0.003,-0.095,-0.975,-0.000,0.029,0.005
212035,0.039,-0.094,-0.964,-0.007,-0.024,0.006
212035,0.002,-0.101,-0.982,0.002,-0.052,0.011
212035,0.049,-0.101,-0.983,0.000,-0.059,-0.001
212035,0.001,-0.087,-0.978,-0.009,0.077,0.008
212035,0.032,-0.104,-1.039,-0.002,0.024,0.004
212036,0.024,-0.100,-0.968,0.005,-0.013,0.001
212036,0.008,-0.083,-0.947,0.007,-0.095,-0.001
212036,0.034,-0.087,-1.011,0.012,-0.092,0.004
212036,-0.012,-0.091,-0.960,0.002,0.078,0.006
212036,0.020,-0.091,-1.012,0.012,0.069,-0.002
212036,0.065,-0.106,-1.008,-0.003,-0.005,0.007
212036,0.020,-0.117,-0.926,0.002,-0.146,0.006
212036,-0.001,-0.094,-0.978,0.003,-0.022,0.011
212036,0.010,-0.111,-0.976,0.008,0.076,0.001
212036,-0.007,-0.098,-0.967,0.005,0.107,-0.001
212036,0.032,-0.099,-1.010,-0.007,-0.042,0.002
212036,-0.001,-0.088,-1.003,0.016,-0.109,0.003
212036,0.002,-0.100,-0.946,0.001,-0.003,0.005
212036,0.053,-0.108,-1.029,-0.004,0.070,0.009
212036,0.014,-0.098,-0.975,0.015,0.022,0.005
212036,-0.007,-0.082,-0.999,0.005,0.056,0.003
212036,0.035,-0.073,-1.058,0.001,0.029,0.003
212036,-0.013,-0.074,-0.990,0.013,-0.115,0.004
212036,-0.005,-0.090,-0.970,0.004,0.009,0.000
212036,0.045,-0.092,-1.027,-0.000,0.063,0.004
212036,-0.004,-0.082,-0.972,-0.002,0.053,0.010
212036,0.008,-0.076,-0.982,-0.004,0.056,0.003
212036,0.022,-0.091,-1.050,0.004,0.014,-0.002
212036,0.003,-0.087,-1.011,0.010,-0.100,0.010
212036,-0.014,-0.088,-0.940,-0.004,0.015,0.008
212036,0.063,-0.117,-1.086,0.004,0.183,0.003
212036,0.017,-0.088,-0.998,-0.004,-0.024,0.002
212036,0.010,-0.097,-1.027,-0.003,-0.096,0.004
212036,0.047,-0.111,-0.998,0.001,-0.054,0.006
212037,0.010,-0.100,-0.995,-0.004,0.023,0.009
212037,-0.004,-0.105,-1.027,-0.000,0.076,0.002
212037,0.022,-0.107,-1.032,0.007,0.093,0.005
212037,0.026,-0.098,-1.023,-0.004,-0.055,0.004
212037,0.001,-0.107,-1.015,0.004,-0.023,0.009
212037,0.027,-0.102,-1.026,0.008,-0.050,0.001
212037,0.017,-0.082,-0.978,0.009,0.041,0.003
212037,0.051,-0.108,-1.013,-0.005,0.049,0.005
212037,0.034,-0.105,-1.012,0.011,-0.002,0.010
212037,0.015,-0.096,-1.021,-0.000,-0.027,0.009
212037,0.032,-0.107,-1.008,0.008,-0.027,0.005
212037,0.025,-0.091,-0.976,-0.004,0.012,0.010
212037,-0.010,-0.083,-0.977,0.002,-0.005,0.002
212037,0.028,-0.105,-0.992,0.010,0.022,0.004
212037,0.012,-0.089,-0.968,0.012,-0.007,-0.002
212037,0.032,-0.106,-0.989,0.012,0.000,0.010
212037,0.041,-0.110,-1.002,0.005,-0.011,0.007
